WARNING: Logging before InitGoogleLogging() is written to STDERR
I1018 08:53:49.440793 4097533 dynamic_loader.cc:170] Set paddle lib path : /home/wzy/.local/lib/python3.9/site-packages/paddle/libs
I1018 08:53:50.028918 4097533 init.cc:98] Before Parse: argc is 2, Init commandline: dummy --tryfromenv=use_cuda_managed_memory,use_pinned_memory,enable_pir_in_executor,gpugraph_enable_gpu_direct_access,dataloader_use_file_descriptor,graph_get_neighbor_id,curand_dir,auto_growth_chunk_size_in_mb,add_dependency_for_communication_op,log_memory_stats,initial_gpu_memory_in_mb,enable_interpretercore_launch_cinn,mklml_dir,use_system_allocator,fuse_parameter_memory_size,gpugraph_enable_print_op_debug,async_trace_count,cusparselt_dir,max_inplace_grad_add,allocator_strategy,pir_apply_shape_optimization_pass,prim_forward,eager_delete_scope,gpugraph_parallel_copyer_split_maxsize,free_idle_chunk,local_exe_sub_scope_limit,tracer_onednn_ops_on,enable_record_memory,cache_inference_while_scope,host_trace_level,enable_pe_launch_cinn,fraction_of_cpu_memory_to_use,new_executor_use_inplace,print_ir,enable_neighbor_list_use_uva,pir_apply_inplace_pass,allreduce_record_one_event,enable_unused_var_check,gpugraph_offload_param_stat,graph_embedding_split_infer_mode,enable_graph_multi_node_sampling,call_stack_level,jit_engine_type,enable_pir_in_executor_trace_run,enable_tracker_all2all,low_precision_op_list,enable_dependency_builder_debug_info,enable_pir_api,cuda_dir,ir_inplace_kernel_blacklist,paddle_num_threads,enable_pir_with_pt_in_dy2st,trt_ibuilder_cache,tensorrt_dir,use_shm_cache,free_when_no_cache_hit,fraction_of_gpu_memory_to_use,gpu_memory_limit_mb,einsum_opt,enable_exit_when_partial_worker,allow_cinn_ops,fraction_of_cuda_pinned_memory_to_use,fast_eager_deletion_mode,executor_log_deps_every_microseconds,sync_after_alloc,check_nan_inf,multi_node_sample_use_gpu_table,gpugraph_force_device_batch_num_equal,all_blocks_convert_trt,prim_enabled,use_auto_growth_v2,enable_all2all_use_fp16,gpugraph_offload_gather_copy_maxsize,check_nan_inf_level,dygraph_debug,convert_all_blocks,use_virtual_memory_auto_growth,gpu_allocator_retry_time,cudnn_dir,gpugraph_enable_hbm_table_collision_stat,enable_api_kernel_fallback,cpu_deterministic,query_dest_rank_by_multi_node,run_kp_kernel,graph_load_in_parallel,deny_cinn_ops,sort_sum_gradient,use_stream_safe_cuda_allocator,auto_free_cudagraph_allocations_on_launch,enable_cinn_auto_tune,use_cinn,search_cache_max_number,dist_threadpool_size,initial_cpu_memory_in_mb,gpugraph_hbm_table_load_factor,gpugraph_merge_grads_segment_size,init_allocated_mem,new_executor_use_cuda_graph,use_auto_growth_pinned_allocator,new_executor_sequential_run,new_executor_serial_run,mkl_dir,pir_subgraph_saving_dir,enable_dump_main_program,static_executor_perfstat_filepath,tracer_profile_fname,fuse_parameter_groups_size,prim_forward_blacklist,pe_profile_fname,gpugraph_dedup_pull_push_mode,reallocate_gpu_memory_in_mb,graph_metapath_split_opt,nccl_dir,new_executor_static_build,gpugraph_offload_param_extends,prim_skip_dynamic,gpugraph_slot_feasign_max_num,alloc_fill_value,prim_all,get_host_by_name_time,cupti_dir,use_stride_kernel,print_sub_graph_dir,enable_adjust_op_order,inner_op_parallelism,cusolver_dir,benchmark,enable_async_trace,gpugraph_debug_gpu_memory,gpugraph_storage_mode,apply_pass_to_program,lapack_dir,cusparse_dir,eager_delete_tensor_gb,static_runtime_data_save_path,gpugraph_parallel_stream_num,reader_queue_speed_test_mode,set_to_1d,enable_auto_rdma_trans,npu_storage_format,prim_check_ops,memory_fraction_of_eager_deletion,multiple_of_cupti_buffer_size,check_infer_symbolic,use_autotune,print_allocator_trace_info,cinn_subgraph_graphviz_dir,enable_auto_detect_gpu_topo,tracer_onednn_ops_off,use_mkldnn,prim_backward,gpugraph_sparse_table_storage_mode,fleet_executor_with_standalone,cublas_dir,gpugraph_load_node_list_into_hbm,tensor_operants_mode,enable_sparse_inner_gather,graph_neighbor_size_percent,custom_device_mem_record,save_static_runtime_data,enable_opt_get_features,op_dir,use_cuda_malloc_async_allocator,new_executor_use_local_scope,gpugraph_enable_segment_merge_grads 
I1018 08:53:50.029026 4097533 init.cc:106] After Parse: argc is 2
I1018 08:53:50.029140 4097533 os_info.cc:117] SetCurrentThreadName MainThread
I1018 08:53:50.029151 4097533 init.cc:234] ENV [CUSTOM_DEVICE_ROOT]=/home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device
I1018 08:53:50.029155 4097533 init.cc:143] Try loading custom device libs from: [/home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device]
I1018 08:53:50.029294 4097533 device_manager.cc:741] Found lib: /home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device/libpaddle-custom-mlu.so
I1018 08:53:50.177063 4097533 device_manager.cc:255] Register Device - mlu
I1018 08:53:50.177115 4097533 device_manager.cc:266] GetDeviceCount is 1
I1018 08:53:50.177121 4097533 custom_device.cc:1099] Succeed in loading custom runtime in lib: /home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device/libpaddle-custom-mlu.so
I1018 08:53:50.177127 4097533 custom_kernel.cc:36] Size of custom_kernel_map: 253
I1018 08:53:50.177153 4097533 custom_kernel.cc:58] Succeed in registering kernel [rsqrt:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178197 4097533 custom_kernel.cc:58] Succeed in registering kernel [memcpy_h2d:(mlu, Undefined(AnyLayout), int8)] to Paddle. It will be used like native ones.
I1018 08:53:50.178200 4097533 custom_kernel.cc:58] Succeed in registering kernel [memcpy_h2d:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.178205 4097533 custom_kernel.cc:58] Succeed in registering kernel [memcpy_h2d:(mlu, Undefined(AnyLayout), bfloat16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178208 4097533 custom_kernel.cc:58] Succeed in registering kernel [memcpy_h2d:(mlu, Undefined(AnyLayout), complex64)] to Paddle. It will be used like native ones.
I1018 08:53:50.178211 4097533 custom_kernel.cc:58] Succeed in registering kernel [memcpy_h2d:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178223 4097533 custom_kernel.cc:58] Succeed in registering kernel [cross_entropy_with_softmax_grad:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178227 4097533 custom_kernel.cc:58] Succeed in registering kernel [cross_entropy_with_softmax_grad:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178237 4097533 custom_kernel.cc:58] Succeed in registering kernel [nonzero:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178251 4097533 custom_kernel.cc:58] Succeed in registering kernel [nonzero:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.178256 4097533 custom_kernel.cc:58] Succeed in registering kernel [nonzero:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178263 4097533 custom_kernel.cc:58] Succeed in registering kernel [any:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.178275 4097533 custom_kernel.cc:58] Succeed in registering kernel [randperm:(mlu, Undefined(AnyLayout), float64)] to Paddle. It will be used like native ones.
I1018 08:53:50.178279 4097533 custom_kernel.cc:58] Succeed in registering kernel [randperm:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.178283 4097533 custom_kernel.cc:58] Succeed in registering kernel [randperm:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178287 4097533 custom_kernel.cc:58] Succeed in registering kernel [randperm:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178296 4097533 custom_kernel.cc:58] Succeed in registering kernel [relu6:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178300 4097533 custom_kernel.cc:58] Succeed in registering kernel [relu6:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178306 4097533 custom_kernel.cc:58] Succeed in registering kernel [argmax:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178314 4097533 custom_kernel.cc:58] Succeed in registering kernel [argmax:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178416 4097533 custom_kernel.cc:58] Succeed in registering kernel [strided_slice_grad:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178421 4097533 custom_kernel.cc:58] Succeed in registering kernel [strided_slice_grad:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.178424 4097533 custom_kernel.cc:58] Succeed in registering kernel [strided_slice_grad:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178428 4097533 custom_kernel.cc:58] Succeed in registering kernel [strided_slice_grad:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.178431 4097533 custom_kernel.cc:58] Succeed in registering kernel [strided_slice_grad:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178445 4097533 custom_kernel.cc:58] Succeed in registering kernel [max:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178449 4097533 custom_kernel.cc:58] Succeed in registering kernel [max:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.178453 4097533 custom_kernel.cc:58] Succeed in registering kernel [max:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178457 4097533 custom_kernel.cc:58] Succeed in registering kernel [max:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.178462 4097533 custom_kernel.cc:58] Succeed in registering kernel [max:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178475 4097533 custom_kernel.cc:58] Succeed in registering kernel [uniform:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178485 4097533 custom_kernel.cc:58] Succeed in registering kernel [gaussian:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178493 4097533 custom_kernel.cc:58] Succeed in registering kernel [gaussian:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178503 4097533 custom_kernel.cc:58] Succeed in registering kernel [not_equal:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178507 4097533 custom_kernel.cc:58] Succeed in registering kernel [not_equal:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.178514 4097533 custom_kernel.cc:58] Succeed in registering kernel [not_equal:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178516 4097533 custom_kernel.cc:58] Succeed in registering kernel [not_equal:(mlu, Undefined(AnyLayout), int16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178522 4097533 custom_kernel.cc:58] Succeed in registering kernel [not_equal:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.178529 4097533 custom_kernel.cc:58] Succeed in registering kernel [not_equal:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178537 4097533 custom_kernel.cc:58] Succeed in registering kernel [square_grad:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178543 4097533 custom_kernel.cc:58] Succeed in registering kernel [square_grad:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178575 4097533 custom_kernel.cc:58] Succeed in registering kernel [subtract_grad:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178579 4097533 custom_kernel.cc:58] Succeed in registering kernel [subtract_grad:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178583 4097533 custom_kernel.cc:58] Succeed in registering kernel [subtract_grad:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178591 4097533 custom_kernel.cc:58] Succeed in registering kernel [minimum:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178597 4097533 custom_kernel.cc:58] Succeed in registering kernel [minimum:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178603 4097533 custom_kernel.cc:58] Succeed in registering kernel [minimum:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178611 4097533 custom_kernel.cc:58] Succeed in registering kernel [matmul:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178615 4097533 custom_kernel.cc:58] Succeed in registering kernel [matmul:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178623 4097533 custom_kernel.cc:58] Succeed in registering kernel [full:(mlu, Undefined(AnyLayout), uint8)] to Paddle. It will be used like native ones.
I1018 08:53:50.178628 4097533 custom_kernel.cc:58] Succeed in registering kernel [full:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178634 4097533 custom_kernel.cc:58] Succeed in registering kernel [full:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.178639 4097533 custom_kernel.cc:58] Succeed in registering kernel [full:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178687 4097533 custom_kernel.cc:58] Succeed in registering kernel [full:(mlu, Undefined(AnyLayout), int16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178691 4097533 custom_kernel.cc:58] Succeed in registering kernel [full:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.178699 4097533 custom_kernel.cc:58] Succeed in registering kernel [full:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178706 4097533 custom_kernel.cc:58] Succeed in registering kernel [masked_select:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178711 4097533 custom_kernel.cc:58] Succeed in registering kernel [masked_select:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178716 4097533 custom_kernel.cc:58] Succeed in registering kernel [masked_select:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.178721 4097533 custom_kernel.cc:58] Succeed in registering kernel [masked_select:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178730 4097533 custom_kernel.cc:58] Succeed in registering kernel [bitwise_not:(mlu, Undefined(AnyLayout), uint8)] to Paddle. It will be used like native ones.
I1018 08:53:50.178735 4097533 custom_kernel.cc:58] Succeed in registering kernel [bitwise_not:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178745 4097533 custom_kernel.cc:58] Succeed in registering kernel [bitwise_not:(mlu, Undefined(AnyLayout), int16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178750 4097533 custom_kernel.cc:58] Succeed in registering kernel [bitwise_not:(mlu, Undefined(AnyLayout), int8)] to Paddle. It will be used like native ones.
I1018 08:53:50.178753 4097533 custom_kernel.cc:58] Succeed in registering kernel [bitwise_not:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.178763 4097533 custom_kernel.cc:58] Succeed in registering kernel [multinomial:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178766 4097533 custom_kernel.cc:58] Succeed in registering kernel [multinomial:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178773 4097533 custom_kernel.cc:58] Succeed in registering kernel [strided_slice_raw_grad:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178779 4097533 custom_kernel.cc:58] Succeed in registering kernel [strided_slice_raw_grad:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.178786 4097533 custom_kernel.cc:58] Succeed in registering kernel [strided_slice_raw_grad:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178793 4097533 custom_kernel.cc:58] Succeed in registering kernel [strided_slice_raw_grad:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.178800 4097533 custom_kernel.cc:58] Succeed in registering kernel [strided_slice_raw_grad:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178812 4097533 custom_kernel.cc:58] Succeed in registering kernel [max_grad:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178817 4097533 custom_kernel.cc:58] Succeed in registering kernel [max_grad:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.178820 4097533 custom_kernel.cc:58] Succeed in registering kernel [max_grad:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178823 4097533 custom_kernel.cc:58] Succeed in registering kernel [max_grad:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.178848 4097533 custom_kernel.cc:58] Succeed in registering kernel [max_grad:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178854 4097533 custom_kernel.cc:58] Succeed in registering kernel [concat:(mlu, Undefined(AnyLayout), uint8)] to Paddle. It will be used like native ones.
I1018 08:53:50.178861 4097533 custom_kernel.cc:58] Succeed in registering kernel [concat:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178867 4097533 custom_kernel.cc:58] Succeed in registering kernel [concat:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.178872 4097533 custom_kernel.cc:58] Succeed in registering kernel [concat:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178927 4097533 custom_kernel.cc:58] Succeed in registering kernel [concat:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.178931 4097533 custom_kernel.cc:58] Succeed in registering kernel [concat:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178937 4097533 custom_kernel.cc:58] Succeed in registering kernel [sum_raw:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178946 4097533 custom_kernel.cc:58] Succeed in registering kernel [sum_raw:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178952 4097533 custom_kernel.cc:58] Succeed in registering kernel [sum_raw:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178963 4097533 custom_kernel.cc:58] Succeed in registering kernel [sigmoid_cross_entropy_with_logits_grad:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178967 4097533 custom_kernel.cc:58] Succeed in registering kernel [sigmoid_cross_entropy_with_logits_grad:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178973 4097533 custom_kernel.cc:58] Succeed in registering kernel [divide_grad:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.178980 4097533 custom_kernel.cc:58] Succeed in registering kernel [divide_grad:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.178988 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze:(mlu, Undefined(AnyLayout), uint8)] to Paddle. It will be used like native ones.
I1018 08:53:50.178993 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.179000 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze:(mlu, Undefined(AnyLayout), float64)] to Paddle. It will be used like native ones.
I1018 08:53:50.179008 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.179013 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179018 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze:(mlu, Undefined(AnyLayout), int8)] to Paddle. It will be used like native ones.
I1018 08:53:50.179023 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.179028 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179042 4097533 custom_kernel.cc:58] Succeed in registering kernel [triu:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.179046 4097533 custom_kernel.cc:58] Succeed in registering kernel [triu:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179049 4097533 custom_kernel.cc:58] Succeed in registering kernel [triu:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179059 4097533 custom_kernel.cc:58] Succeed in registering kernel [unsqueeze_grad:(mlu, Undefined(AnyLayout), uint8)] to Paddle. It will be used like native ones.
I1018 08:53:50.179067 4097533 custom_kernel.cc:58] Succeed in registering kernel [unsqueeze_grad:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.179073 4097533 custom_kernel.cc:58] Succeed in registering kernel [unsqueeze_grad:(mlu, Undefined(AnyLayout), complex128)] to Paddle. It will be used like native ones.
I1018 08:53:50.179081 4097533 custom_kernel.cc:58] Succeed in registering kernel [unsqueeze_grad:(mlu, Undefined(AnyLayout), float64)] to Paddle. It will be used like native ones.
I1018 08:53:50.179088 4097533 custom_kernel.cc:58] Succeed in registering kernel [unsqueeze_grad:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.179095 4097533 custom_kernel.cc:58] Succeed in registering kernel [unsqueeze_grad:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179102 4097533 custom_kernel.cc:58] Succeed in registering kernel [unsqueeze_grad:(mlu, Undefined(AnyLayout), int16)] to Paddle. It will be used like native ones.
I1018 08:53:50.179108 4097533 custom_kernel.cc:58] Succeed in registering kernel [unsqueeze_grad:(mlu, Undefined(AnyLayout), int8)] to Paddle. It will be used like native ones.
I1018 08:53:50.179114 4097533 custom_kernel.cc:58] Succeed in registering kernel [unsqueeze_grad:(mlu, Undefined(AnyLayout), bfloat16)] to Paddle. It will be used like native ones.
I1018 08:53:50.179119 4097533 custom_kernel.cc:58] Succeed in registering kernel [unsqueeze_grad:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.179124 4097533 custom_kernel.cc:58] Succeed in registering kernel [unsqueeze_grad:(mlu, Undefined(AnyLayout), complex64)] to Paddle. It will be used like native ones.
I1018 08:53:50.179132 4097533 custom_kernel.cc:58] Succeed in registering kernel [unsqueeze_grad:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179139 4097533 custom_kernel.cc:58] Succeed in registering kernel [coalesce_tensor:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.179149 4097533 custom_kernel.cc:58] Succeed in registering kernel [coalesce_tensor:(mlu, Undefined(AnyLayout), float64)] to Paddle. It will be used like native ones.
I1018 08:53:50.179153 4097533 custom_kernel.cc:58] Succeed in registering kernel [coalesce_tensor:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179158 4097533 custom_kernel.cc:58] Succeed in registering kernel [coalesce_tensor:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179191 4097533 custom_kernel.cc:58] Succeed in registering kernel [subtract:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.179195 4097533 custom_kernel.cc:58] Succeed in registering kernel [subtract:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179199 4097533 custom_kernel.cc:58] Succeed in registering kernel [subtract:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179205 4097533 custom_kernel.cc:58] Succeed in registering kernel [roi_align:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179219 4097533 custom_kernel.cc:58] Succeed in registering kernel [arange:(mlu, Undefined(AnyLayout), float64)] to Paddle. It will be used like native ones.
I1018 08:53:50.179224 4097533 custom_kernel.cc:58] Succeed in registering kernel [arange:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179227 4097533 custom_kernel.cc:58] Succeed in registering kernel [arange:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.179231 4097533 custom_kernel.cc:58] Succeed in registering kernel [arange:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179240 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze_grad:(mlu, Undefined(AnyLayout), uint8)] to Paddle. It will be used like native ones.
I1018 08:53:50.179247 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze_grad:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.179253 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze_grad:(mlu, Undefined(AnyLayout), float64)] to Paddle. It will be used like native ones.
I1018 08:53:50.179260 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze_grad:(mlu, Undefined(AnyLayout), int64)] to Paddle. It will be used like native ones.
I1018 08:53:50.179265 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze_grad:(mlu, Undefined(AnyLayout), int32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179270 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze_grad:(mlu, Undefined(AnyLayout), int8)] to Paddle. It will be used like native ones.
I1018 08:53:50.179276 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze_grad:(mlu, Undefined(AnyLayout), bool)] to Paddle. It will be used like native ones.
I1018 08:53:50.179281 4097533 custom_kernel.cc:58] Succeed in registering kernel [squeeze_grad:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179287 4097533 custom_kernel.cc:58] Succeed in registering kernel [unstack:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:50.179294 4097533 custom_kernel.cc:58] Succeed in registering kernel [unstack:(mlu, Undefined(AnyLayout), float32)] to Paddle. It will be used like native ones.
I1018 08:53:50.179301 4097533 custom_kernel.cc:58] Succeed in registering kernel [scatter_nd_add:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
